probe_1;probe_2;probe_3;probe_4;probe_5;probe_6;probe_7;probe_8
2.81332420748204;3.37567326117261;3.15548525974337;3.26003447015655;3.26003447015655;3.15548525974337;3.41210604893936;3.45012394363507
2.70877499706885;3.19294450914333;2.88935999687344;3.00341368096055;2.85134210217774;2.88935999687344;3.11746736504766;3.11746736504766
2.74679289176456;3.11600608723626;2.81332420748204;2.81332420748204;2.74679289176456;2.77530631278633;2.92737789156915;3.00341368096055
2.81332420748204;3.03906766532919;2.77530631278633;2.74679289176456;2.74679289176456;2.77530631278633;2.85134210217774;2.96539578626485
2.92737789156915;3.00059845437565;2.81332420748204;2.70877499706885;2.74679289176456;2.81332420748204;2.81332420748204;2.92737789156915
3.00341368096055;3.00059845437565;2.81332420748204;2.70877499706885;2.85134210217774;2.85134210217774;2.81332420748204;3.00341368096055
3.04143157565626;3.07753687628272;2.88935999687344;2.70877499706885;2.88935999687344;2.92737789156915;2.88935999687344;3.04143157565626
3.04143157565626;3.15447529818979;2.96539578626485;2.74679289176456;2.92737789156915;2.92737789156915;2.96539578626485;3.00341368096055
3.04143157565626;3.19294450914333;3.00341368096055;2.77530631278633;2.96539578626485;3.00341368096055;3.00341368096055;3.07944947035196
3.07944947035196;3.19294450914333;3.00341368096055;2.85134210217774;3.04143157565626;3.04143157565626;3.07944947035196;3.07944947035196
3.15548525974337;3.15447529818979;3.04143157565626;2.88935999687344;3.04143157565626;3.11746736504766;3.07944947035196;3.11746736504766
3.18399868076514;3.19294450914333;3.11746736504766;2.92737789156915;3.07944947035196;3.11746736504766;3.07944947035196;3.11746736504766
3.26003447015655;3.22179641735848;3.07944947035196;3.00341368096055;3.07944947035196;3.15548525974337;3.07944947035196;3.15548525974337
3.29805236485225;3.19294450914333;3.11746736504766;3.00341368096055;3.07944947035196;3.15548525974337;3.04143157565626;3.11746736504766
3.18399868076514;3.19294450914333;3.11746736504766;3.07944947035196;3.11746736504766;3.15548525974337;3.07944947035196;3.07944947035196
3.15548525974337;3.19294450914333;3.07944947035196;3.15548525974337;3.11746736504766;3.15548525974337;3.07944947035196;3.11746736504766
3.18399868076514;3.22179641735848;3.11746736504766;3.18399868076514;3.15548525974337;3.15548525974337;3.07944947035196;3.07944947035196
3.26003447015655;3.22179641735848;3.11746736504766;3.26003447015655;3.18399868076514;3.18399868076514;3.11746736504766;3.11746736504766
3.33607025954796;3.22179641735848;3.07944947035196;3.29805236485225;3.18399868076514;3.26003447015655;3.15548525974337;3.22201657546085
3.37408815424366;3.22179641735848;3.11746736504766;3.33607025954796;3.22201657546085;3.26003447015655;3.18399868076514;3.22201657546085
3.37408815424366;3.26026562831201;3.11746736504766;3.37408815424366;3.22201657546085;3.26003447015655;3.18399868076514;3.18399868076514
3.37408815424366;3.29873483926554;3.07944947035196;3.41210604893936;3.29805236485225;3.26003447015655;3.11746736504766;3.26003447015655
3.37408815424366;3.33720405021908;3.07944947035196;3.41210604893936;3.26003447015655;3.29805236485225;3.11746736504766;3.29805236485225
3.37408815424366;3.37567326117261;3.04143157565626;3.48814183833077;3.29805236485225;3.33607025954796;3.15548525974337;3.26003447015655
3.37408815424366;3.37567326117261;3.07944947035196;3.52615973302647;3.33607025954796;3.33607025954796;3.18399868076514;3.33607025954796
3.48814183833077;3.41414247212615;3.11746736504766;3.55467315404825;3.37408815424366;3.33607025954796;3.29805236485225;3.45012394363507
3.55467315404825;3.41414247212615;3.07944947035196;3.52615973302647;3.41210604893936;3.33607025954796;3.37408815424366;3.59269104874395
3.63070894343966;3.45261168307968;3.04143157565626;3.55467315404825;3.48814183833077;3.33607025954796;3.45012394363507;3.70674473283106
3.63070894343966;3.49108089403321;3.04143157565626;3.55467315404825;3.48814183833077;3.45012394363507;3.41210604893936;3.70674473283106
3.59269104874395;3.56801931594028;3.11746736504766;3.48814183833077;3.45012394363507;3.48814183833077;3.48814183833077;3.74476262752676
3.55467315404825;3.59687122415543;3.11746736504766;3.48814183833077;3.59269104874395;3.48814183833077;3.55467315404825;3.70674473283106
3.55467315404825;3.63534043510897;3.11746736504766;3.55467315404825;3.78278052222247;3.45012394363507;3.52615973302647;3.66872683813536
3.59269104874395;3.63534043510897;3.15548525974337;3.63070894343966;3.78278052222247;3.45012394363507;3.55467315404825;3.59269104874395
3.63070894343966;3.59687122415543;3.22201657546085;3.70674473283106;3.85881631161387;3.55467315404825;3.55467315404825;3.55467315404825
3.66872683813536;3.56801931594028;3.29805236485225;3.78278052222247;3.93485210100528;3.89683420630958;3.59269104874395;3.41210604893936
3.59269104874395;3.56801931594028;3.33607025954796;3.82079841691817;4.00138341672276;4.22949078489698;3.55467315404825;3.48814183833077
3.48814183833077;3.63534043510897;3.37408815424366;3.85881631161387;4.19147289020128;4.37205789000587;3.45012394363507;3.59269104874395
3.41210604893936;3.6738096460625;3.45012394363507;3.96336552202706;4.56214736348438;4.52412946878868;3.45012394363507;3.78278052222247
3.41210604893936;3.75074806796957;3.63070894343966;4.07741920611417;5.0088576261589;4.67620104757149;3.48814183833077;3.93485210100528
3.59269104874395;3.7892172789231;3.70674473283106;4.22949078489698;5.3415142047463;4.89480394207179;3.63070894343966;4.07741920611417
3.78278052222247;3.86615570083017;3.82079841691817;4.34354446898409;5.56011709924659;5.0088576261589;3.78278052222247;4.15345499550557
3.89683420630958;3.98156333369077;3.93485210100528;4.41007578470157;5.53160367822482;4.93282183676749;4.00138341672276;4.37205789000587
3.93485210100528;4.08735366381299;4.07741920611417;4.48611157409298;5.379532099442;4.63818315287579;4.26750867959268;4.48611157409298
3.93485210100528;4.20276129667359;4.22949078489698;4.56214736348438;5.18944262596349;4.26750867959268;4.41007578470157;4.56214736348438
3.93485210100528;4.3181689295342;4.44809367939727;4.67620104757149;4.97083973146319;3.82079841691817;4.56214736348438;4.56214736348438
3.78278052222247;4.39510735144126;4.67620104757149;4.7142189422672;4.81876815268038;3.48814183833077;4.63818315287579;4.52412946878868
3.70674473283106;4.50089768156348;4.89480394207179;4.81876815268038;4.7142189422672;3.15548525974337;4.63818315287579;4.41007578470157
3.66872683813536;4.53936689251702;5.12291131024601;4.93282183676749;4.7142189422672;;4.56214736348438;4.37205789000587
3.63070894343966;4.57783610347055;5.3415142047463;5.12291131024601;4.7142189422672;;4.44809367939727;4.30552657428839
3.63070894343966;4.53936689251702;5.53160367822482;5.12291131024601;4.78075025798468;;4.37205789000587;4.34354446898409
3.59269104874395;4.50089768156348;5.6741707833337;5.18944262596349;4.93282183676749;;4.26750867959268;4.41007578470157
3.55467315404825;4.39510735144126;5.82624236211652;5.22746052065919;5.12291131024601;;4.19147289020128;4.52412946878868
3.41210604893936;4.3181689295342;5.9688094672254;5.3034963100506;5.26547841535489;;4.15345499550557;4.56214736348438
3.26003447015655;4.24123050762713;6.04484525661681;5.379532099442;5.3034963100506;;4.15345499550557;4.41007578470157
3.07944947035196;4.24123050762713;6.08286315131251;5.49358578352911;5.15142473126778;;4.19147289020128;4.26750867959268
3.04143157565626;4.24123050762713;6.08286315131251;5.5981349939423;4.7142189422672;;4.34354446898409;3.93485210100528
;4.27969971858066;6.08286315131251;5.6741707833337;4.22949078489698;;4.48611157409298;3.70674473283106
;4.35663814048773;6.00682736192111;5.75020657272511;3.66872683813536;;4.60016525818009;3.48814183833077
;4.42395925965641;5.86426025681222;5.82624236211652;3.18399868076514;;4.63818315287579;3.18399868076514
;4.50089768156348;5.78822446742081;5.90227815150792;;;4.48611157409298;
;4.46242847060995;5.56011709924659;6.00682736192111;;;4.22949078489698;
;4.3181689295342;5.41754999413771;6.12088104600822;;;3.85881631161387;
;4.04888445285946;5.3034963100506;6.19691683539962;;;3.45012394363507;
;3.71227885701603;5.18944262596349;6.31097051948673;;;3.15548525974337;
;3.41414247212615;5.0848934155503;6.37750183520421;;;2.96539578626485;
;3.26026562831201;4.93282183676749;6.45353762459562;;;;
;;4.85678604737608;6.45353762459562;;;;
;;4.78075025798468;6.37750183520421;;;;
;;4.74273236328897;6.27295262479103;;;;
;;4.74273236328897;6.15889894070392;;;;
;;4.63818315287579;5.9307915725297;;;;
;;4.60016525818009;5.82624236211652;;;;
;;4.60016525818009;5.71218867802941;;;;
;;4.60016525818009;5.6741707833337;;;;
;;4.67620104757149;5.6741707833337;;;;
;;4.78075025798468;5.5981349939423;;;;
;;4.85678604737608;5.49358578352911;;;;
;;4.93282183676749;5.41754999413771;;;;
;;4.93282183676749;5.379532099442;;;;
;;5.0088576261589;5.3415142047463;;;;
;;5.12291131024601;5.26547841535489;;;;
;;5.26547841535489;5.18944262596349;;;;
;;5.45556788883341;5.15142473126778;;;;
;;5.636152888638;5.15142473126778;;;;
;;5.75020657272511;5.12291131024601;;;;
;;5.9307915725297;5.0468755208546;;;;
;;6.04484525661681;5.0468755208546;;;;
;;6.04484525661681;5.0848934155503;;;;
;;5.90227815150792;5.12291131024601;;;;
;;5.636152888638;5.15142473126778;;;;
;;5.0848934155503;5.18944262596349;;;;
;;4.67620104757149;5.26547841535489;;;;
;;4.07741920611417;5.3034963100506;;;;
;;3.74476262752676;5.379532099442;;;;
;;;5.45556788883341;;;;
;;;5.56011709924659;;;;
;;;5.636152888638;;;;
;;;5.6741707833337;;;;
;;;5.75020657272511;;;;
;;;5.82624236211652;;;;
;;;5.90227815150792;;;;
;;;5.9307915725297;;;;
;;;5.9688094672254;;;;
;;;6.00682736192111;;;;
;;;6.04484525661681;;;;
;;;6.08286315131251;;;;
;;;6.15889894070392;;;;
;;;6.19691683539962;;;;
;;;6.27295262479103;;;;
;;;6.19691683539962;;;;
;;;6.04484525661681;;;;
;;;5.53160367822482;;;;
;;;5.0088576261589;;;;
;;;4.30552657428839;;;;
;;;3.82079841691817;;;;
;;;3.26003447015655;;;;
