probe_1;probe_2;probe_3;probe_4;probe_5;probe_6;probe_7;probe_8
3.00341368096055;2.88519082151505;3.07944947035196;3.18399868076514;3.18399868076514;2.88935999687344;2.88935999687344;3.48814183833077
2.92737789156915;2.84672161056152;2.88935999687344;2.88935999687344;2.96539578626485;2.81332420748204;2.85134210217774;3.29805236485225
2.85134210217774;2.92366003246859;2.85134210217774;2.77530631278633;2.92737789156915;2.81332420748204;2.85134210217774;3.11746736504766
2.85134210217774;2.96212924342212;2.85134210217774;2.77530631278633;2.96539578626485;2.92737789156915;2.85134210217774;3.04143157565626
2.88935999687344;3.03906766532919;2.88935999687344;2.81332420748204;2.96539578626485;2.96539578626485;2.88935999687344;3.04143157565626
2.88935999687344;3.11600608723626;2.96539578626485;2.85134210217774;3.07944947035196;3.00341368096055;2.88935999687344;3.04143157565626
2.92737789156915;3.11600608723626;3.00341368096055;2.92737789156915;3.11746736504766;3.04143157565626;2.92737789156915;3.11746736504766
2.96539578626485;3.11600608723626;3.00341368096055;2.92737789156915;3.11746736504766;3.04143157565626;2.96539578626485;3.11746736504766
3.00341368096055;3.11600608723626;3.04143157565626;3.00341368096055;3.15548525974337;3.07944947035196;3.00341368096055;3.15548525974337
3.00341368096055;3.15447529818979;3.04143157565626;3.00341368096055;3.15548525974337;3.07944947035196;3.04143157565626;3.22201657546085
3.04143157565626;3.15447529818979;3.04143157565626;3.04143157565626;3.18399868076514;3.11746736504766;3.07944947035196;3.26003447015655
3.04143157565626;3.15447529818979;3.07944947035196;3.07944947035196;3.22201657546085;3.18399868076514;3.07944947035196;3.26003447015655
3.07944947035196;3.15447529818979;3.11746736504766;3.07944947035196;3.22201657546085;3.18399868076514;3.11746736504766;3.22201657546085
3.07944947035196;3.11600608723626;3.11746736504766;3.11746736504766;3.22201657546085;3.22201657546085;3.18399868076514;3.22201657546085
3.07944947035196;3.19294450914333;3.11746736504766;3.11746736504766;3.26003447015655;3.22201657546085;3.18399868076514;3.22201657546085
3.07944947035196;3.19294450914333;3.15548525974337;3.15548525974337;3.26003447015655;3.22201657546085;3.15548525974337;3.26003447015655
3.11746736504766;3.19294450914333;3.15548525974337;3.11746736504766;3.26003447015655;3.29805236485225;3.18399868076514;3.33607025954796
3.18399868076514;3.26026562831201;3.15548525974337;3.07944947035196;3.33607025954796;3.29805236485225;3.18399868076514;3.29805236485225
3.18399868076514;3.33720405021908;3.15548525974337;3.11746736504766;3.29805236485225;3.29805236485225;3.18399868076514;3.26003447015655
3.22201657546085;3.37567326117261;3.18399868076514;3.11746736504766;3.26003447015655;3.29805236485225;3.18399868076514;3.33607025954796
3.26003447015655;3.41414247212615;3.18399868076514;3.11746736504766;3.29805236485225;3.26003447015655;3.26003447015655;3.37408815424366
3.29805236485225;3.45261168307968;3.22201657546085;3.11746736504766;3.33607025954796;3.29805236485225;3.26003447015655;3.45012394363507
3.33607025954796;3.49108089403321;3.22201657546085;3.07944947035196;3.33607025954796;3.33607025954796;3.29805236485225;3.48814183833077
3.41210604893936;3.49108089403321;3.22201657546085;3.07944947035196;3.29805236485225;3.37408815424366;3.33607025954796;3.48814183833077
3.45012394363507;3.52955010498675;3.26003447015655;3.07944947035196;3.37408815424366;3.37408815424366;3.37408815424366;3.45012394363507
